Query_ID	Doc_ID	Rank	Score
49	366	5	8.093052632940445
49	1370	6	8.039023075071793
49	1108	7	7.567504617053713
49	476	8	7.39054810905371
49	320	9	7.3627864388011055
49	499	10	7.113192948520139
49	322	11	6.806148886335332
49	356	12	6.46016917506715
49	150	13	5.889718331868748
49	479	14	5.812311656804775
49	1365	15	5.752689618241135
49	374	16	5.672734024612952
49	365	17	5.595081772252086
49	493	18	5.56022332575943
49	15	19	5.518310462549638
49	553	20	5.457659217572235
50	541	1	5.78571281250273
50	192	2	5.718902948227866
50	1259	3	5.709069132213638
50	435	4	5.678475789942886
50	494	5	5.424464292152296
50	332	6	5.215781262728241
50	273	7	5.139028434143712
50	801	8	5.034636302089337
50	1301	9	5.028696506391484
50	27	10	5.026489205072405
50	1263	11	4.928918360790683
50	1268	12	4.924931973071548
50	1310	13	4.86269680432915
50	1274	14	4.861234955074647
50	1248	15	4.859528847645069
50	142	16	4.853972916303886
50	1319	17	4.822394948662427
50	326	18	4.817843703693155
50	1149	19	4.7705391411303975
50	1207	20	4.731990239738275
51	494	1	9.82413678109753
51	36	2	6.2739108692647605
51	326	3	5.952991947373184
51	1214	4	5.9227727978870215
51	1310	5	5.905783032823768
51	1301	6	5.829582590414751
51	142	7	5.642098867066264
51	261	8	5.5551283087398815
51	1259	9	5.433430831909873
51	25	10	5.429601816317694
51	192	11	5.409551108614403
51	124	12	5.384666251778615
51	1248	13	5.323813496630082
51	1281	14	5.297901684202648
51	435	15	5.286813531731457
51	629	16	5.280107349663801
51	922	17	5.1984677686027965
51	251	18	5.189994829923434
51	528	19	5.182041310907367
51	1149	20	5.1541182570008095
52	36	1	5.223932998141766
52	251	2	5.113686581703034
52	1214	3	4.843493469956277
52	96	4	4.545166322407855
52	1383	5	4.20424092107015
52	17	6	4.179598557791864
52	265	7	4.052882527503004
52	1142	8	4.04415758080273
52	651	9	4.015122408449288
52	187	10	3.9992726551004845
52	1191	11	3.776688692331734
52	117	12	3.7403057528569716
52	1245	13	3.731618744541324
52	8	14	3.7033777889949535
52	170	15	3.6487680253712615
52	292	16	3.6181287395933586
52	125	17	3.5780283808714466
52	377	18	3.573500475160735
52	1281	19	3.5385792899627457
52	798	20	3.5177958166751315
53	208	1	12.090981134902055
53	1221	2	8.871824382176648
53	531	3	7.718658599363362
53	296	4	7.536933831199692
53	437	5	7.241685454073469
53	1253	6	6.846975891238613
53	625	7	6.727086257074373
53	270	8	6.710006327821387
53	1255	9	6.661382377959864
53	1139	10	6.5093644513583815
53	269	11	6.397223242440812
53	407	12	6.288592337050746
53	456	13	6.242590354625144
53	22	14	6.060980327200342
53	1236	15	6.055150053518442
53	298	16	5.9829854753909135
53	267	17	5.975558241827995
53	1222	18	5.868879313224577
53	1273	19	5.86388917825896
53	61	20	5.814737282619186
54	123	1	9.253887878103221
54	1307	2	8.359574836524347
54	44	3	7.456489301858723
54	1213	4	7.413578122023765
54	1300	5	7.114413392787912
54	651	6	6.9334337638355485
54	354	7	6.736354931530693
54	784	8	6.281662583735691
54	84	9	6.227136983771857
54	666	10	6.211643201424043
54	423	11	5.9932547820153035
54	211	12	5.99140141234031
54	274	13	5.982353206270395
54	522	14	5.97262109383094
54	364	15	5.892842970838244
54	754	16	5.873314959485641
54	338	17	5.794064198275069
54	555	18	5.768998266738792
54	305	19	5.731190184975352
54	365	20	5.550380479027449
55	17	1	8.039321922017429
55	1185	2	7.386826679046898
55	376	3	7.074962365680916
55	460	4	6.97673233479624
55	377	5	6.922318874720207
55	251	6	6.598427124800759
55	1301	7	6.333876397917211
55	135	8	6.183811884052025
55	344	9	5.544581488836757
55	1214	10	5.482725760452849
55	406	11	5.379046188379077
55	798	12	5.375173600613319
55	425	13	5.28196959123974
55	36	14	5.144572307005049
55	445	15	5.11791020015489
55	1376	16	5.065190356329809
55	1375	17	5.033637456640632
55	266	18	5.033315435625604
55	1281	19	5.029364035803288
55	16	20	4.800518434133819
56	753	1	13.480142127536325
56	14	2	8.007847618591475
56	783	3	7.531436299201357
56	1339	4	6.664412817267284
56	441	5	6.063200025139697
56	1105	6	5.418559375847998
56	251	7	5.398266967882961
56	52	8	5.265004262888286
56	379	9	5.228946422182801
56	1331	10	5.11291596273169
56	1290	11	5.028618846194682
56	1275	12	5.017377610402649
56	811	13	5.004524177102706
56	36	14	4.971284159094575
56	711	15	4.9499383654748925
56	202	16	4.915414601930051
56	671	17	4.894509224627804
56	704	18	4.888250175341969
56	686	19	4.835829787340146
56	1057	20	4.827203911180874
57	753	1	7.056011877826727
57	1339	2	4.83348625835457
57	1099	3	4.829687915461463
57	1181	4	4.638329230712405
57	117	5	4.383532234808668
57	1296	6	4.356903728589245
57	856	7	4.2538206916856325
57	52	8	4.253106706860976
57	444	9	4.24188601615763
57	916	10	4.153047965635751
57	747	11	4.1443417143661865
57	1268	12	4.083907458024896
57	380	13	4.029156379063642
57	894	14	3.9799167415797756
57	202	15	3.956798289880784
57	634	16	3.92860245039852
57	42	17	3.7817824496261534
57	576	18	3.6791999204731836
57	1338	19	3.636676481765089
57	1272	20	3.626723717562019
58	754	1	12.121650865338228
58	270	2	9.270305910876658
58	1159	3	8.565930906177254
58	120	4	8.43860525859763
58	873	5	8.31923035043551
58	788	6	7.978362742289353
58	773	7	7.222608483640531
58	789	8	6.922874264767927
58	785	9	6.736446424539758
58	962	10	6.420746329662494
58	435	11	6.387868337185707
58	1348	12	6.352413624157565
58	269	13	6.311043700438504
58	1213	14	6.198630454946569
58	387	15	6.03152135370481
58	398	16	6.020682987213597
58	869	17	6.003988190827778
58	872	18	5.913638650063126
58	509	19	5.884753072406964
58	963	20	5.8143981044246775
59	292	1	5.927905486207423
59	912	2	5.016909176694371
59	1105	3	4.876842500626492
59	458	4	4.827808844156781
59	657	5	4.8236998294341165
59	364	6	4.77268389929699
59	801	7	4.7278072243572025
59	842	8	4.711768971153267
59	610	9	4.7001155433660395
59	786	10	4.609409099325404
59	1055	11	4.568636059792478
59	381	12	4.460266193858855
59	646	13	4.353965076200369
59	661	14	4.298529143049853
59	1309	15	4.24189275702384
59	962	16	4.21628101868104
59	785	17	4.196086002072579
59	207	18	4.165008894082024
59	1154	19	4.108412272310434
59	754	20	4.0707833495177255
60	527	1	12.491251862033096
60	321	2	11.551736925169662
60	322	3	10.491122765351339
60	320	4	8.896874818745031
60	1235	5	7.6268632213772225
60	476	6	6.79559617003589
60	150	7	6.51819770931417
60	1377	8	6.492841410779459
60	352	9	6.479945101915883
60	49	10	6.478635039977438
60	72	11	6.445330195760257
60	1240	12	6.391898219609489
60	1219	13	6.326687068945381
60	1384	14	6.233317290270638
60	375	15	6.173232555789266
60	34	16	6.113576012321841
60	107	17	6.108459960407414
60	1386	18	6.072659615081062
60	730	19	5.943697259438487
60	933	20	5.943639698630681
61	539	1	7.936599235596873
61	566	2	7.4806766702021985
61	564	3	7.134855703567502
61	435	4	6.925525317353635
61	283	5	6.1137802025425225
61	1213	6	5.919673831197771
61	333	7	5.6330888478667855
61	1258	8	5.629726918366349
61	1307	9	5.291998386398104
61	1002	10	5.286691909400716
61	553	11	5.269902096750278
61	944	12	5.260133275361445
61	789	13	5.155964226441066
61	145	14	5.145622776994127
61	352	15	5.136320316120111
61	651	16	5.121622415008686
61	122	17	5.0893601357222105
61	689	18	5.086773850652767
61	784	19	5.005444503976241
61	120	20	4.746956756978497
62	459	1	9.771223405298016
62	1268	2	9.059407963096247
62	148	3	8.881131023183112
62	255	4	7.956911505866035
62	381	5	7.818199902042001
62	105	6	7.741019601650553
62	1383	7	7.526878126755316
62	1072	8	6.935582024764239
62	452	9	6.759641591093203
62	977	10	6.4234421650431734
62	787	11	6.423320199516055
62	785	12	6.416877104732171
62	117	13	6.093600232400442
62	1258	14	6.082071776171093
62	155	15	6.052011803072526
62	375	16	5.991752960867694
62	1149	17	5.930938907708347
62	788	18	5.90067676216197
62	94	19	5.893430241005108
62	629	20	5.708225475630189
63	1121	1	4.004977596858131
63	1051	2	3.9839404521485875
63	839	3	3.93081653538032
63	843	4	3.788773606537198
63	1104	5	3.643159028184557
63	1119	6	3.6391048603957024
63	1336	7	3.6187820576725946
63	1118	8	3.5633244797618167
63	659	9	3.4564902094393544
63	211	10	3.383783867620933
63	1130	11	3.3529228203428962
63	1334	12	3.2879762565157327
63	287	13	3.2846082053626016
63	889	14	3.2034488033213044
63	782	15	3.162015241738088
63	783	16	3.1244041093957735
63	204	17	3.0587983178890226
63	678	18	3.0451487014724337
63	57	19	3.027295537028406
63	954	20	2.9761494857787003
64	914	1	7.472904108801963
64	730	2	7.0258719494266595
64	1225	3	6.207106201470093
64	1204	4	6.086376922717155
64	928	5	6.018384885935427
64	277	6	5.789184078503948
64	37	7	5.771895277737215
64	1024	8	5.665506271168445
64	390	9	5.593812593157443
64	1252	10	5.534321856609436
64	548	11	5.307470359915657
64	556	12	5.17758023850454
64	775	13	5.120881841529393
64	656	14	5.057691122597048
64	52	15	4.937936304487639
64	138	16	4.927159002004996
64	894	17	4.752927955494571
64	815	18	4.737542147521064
64	311	19	4.713517770148855
64	1110	20	4.681245589032886
65	388	1	8.822484121623088
65	3	2	8.253610110719118
65	1106	3	7.374233620564479
65	393	4	7.0479523967094435
65	664	5	6.6841221129390105
65	310	6	6.666997516565581
65	180	7	6.65651133488464
65	4	8	6.646912990386941
65	569	9	6.531888037157556
65	1370	10	6.523386110912647
65	1386	11	6.426672104751911
65	2	12	6.355029800448827
65	977	13	6.183764542946468
65	133	14	6.136151999857896
65	1107	15	6.096320126947981
65	1382	16	6.095135807602964
65	1225	17	5.971952592600036
65	1237	18	5.953865373316017
65	165	19	5.899983606918733
65	306	20	5.757265523731329
66	128	1	10.10914793544131
66	366	2	7.718032193464982
66	375	3	7.442537385761131
66	329	4	7.383755390468046
66	191	5	7.1499032481653355
66	2	6	7.115584866043106
66	576	7	7.028149869952333
66	629	8	6.701820474651008
66	1206	9	6.634490922418737
66	1182	10	6.316820182049831
66	149	11	6.237066551494353
66	97	12	6.167858304747722
66	299	13	6.1665664777681855
66	1224	14	6.1507257263861685
66	1072	15	5.929061990535608
66	305	16	5.8944002585592985
66	310	17	5.824330623464195
66	1370	18	5.81534453634444
66	1265	19	5.661746653809955
66	664	20	5.627192462915494
67	2	1	7.78362958421974
67	393	2	7.470324335718823
67	180	3	6.860368917768243
67	4	4	6.84605936473365
67	306	5	6.835860173012727
67	9	6	6.491647181924325
67	72	7	6.423180165872919
67	664	8	6.336536645763385
67	3	9	6.327674856371269
67	309	10	6.313587079587987
67	1107	11	6.2327443677000405
67	255	12	6.211300311490655
67	388	13	6.205709713606729
67	784	14	5.940996477906314
67	629	15	5.869408794933687
67	308	16	5.869163656334948
67	23	17	5.858612817850168
67	1282	18	5.81832083120205
67	412	19	5.806003284298547
67	381	20	5.758260243332491
68	628	1	11.460320942289911
68	662	2	5.664968089464804
68	1248	3	5.04546129088972
68	560	4	4.914942632820296
68	272	5	4.898286129105707
68	365	6	4.669896574001666
68	344	7	4.662386946450441
68	1200	8	4.61575054385692
68	1240	9	4.37997106984864
68	1191	10	4.33931698175223
68	689	11	4.289843027282767
68	254	12	4.177451638266224
68	773	13	4.079115019973326
68	985	14	4.0665284252975145
68	493	15	4.025672386913866
68	1263	16	4.010233063544179
68	1266	17	3.8560876258806265
68	25	18	3.843221053414144
68	535	19	3.8082284353025613
68	481	20	3.801493538012211
69	128	1	6.11458048587005
69	540	2	5.876469898368896
69	365	3	5.206041366309879
69	300	4	5.12775268455497
69	292	5	4.836876099232949
69	366	6	4.789916161499239
69	565	7	4.715940916241252
69	559	8	4.612110264389811
69	1043	9	4.593573703578238
69	661	10	4.5762708545266575
69	306	11	4.5652545924082855
69	1366	12	4.542327507042161
69	1200	13	4.5105345983042096
69	458	14	4.464912241527413
69	117	15	4.450020568076987
69	310	16	4.42945539829879
69	94	17	4.3440578890254935
69	1383	18	4.291193286959213
69	364	19	4.280541439879631
69	62	20	4.257831254659406
70	540	1	6.5669825442126735
70	180	2	5.612818494755558
70	300	3	5.571325438375045
70	349	4	5.462623228813582
70	62	5	4.9377024869177975
70	327	6	4.733696815237012
70	365	7	4.604057280531057
70	1236	8	4.201985436050775
70	1311	9	4.117261764176057
70	4	10	4.069979206508216
70	1260	11	3.9692011707114996
70	435	12	3.9477397588012044
70	570	13	3.925701987609217
70	1240	14	3.8922898903594447
70	494	15	3.8466885463553884
70	565	16	3.799096455362056
70	375	17	3.741757328463672
70	573	18	3.6498129236260013
70	661	19	3.6289177671666852
70	1054	20	3.6110760744373556
71	540	1	5.234885118756547
71	305	2	4.9040505783159976
71	573	3	4.5941711558776355
71	525	4	4.52283972531013
71	63	5	4.510689258434029
71	572	6	4.505293897384155
71	1395	7	4.213079193150232
71	1253	8	4.130625963470904
71	310	9	3.9575126620276757
71	26	10	3.9432526047277654
71	570	11	3.9393643418565283
71	329	12	3.931055164928482
71	1200	13	3.9041469142196275
71	494	14	3.812495998826752
71	625	15	3.67992754119181
71	25	16	3.5552287124809894
71	124	17	3.4348208581790365
71	304	18	3.2931923895522086
71	308	19	3.273986746254737
71	323	20	3.2674795212149563
72	315	1	8.175989065635397
72	193	2	7.530637497673965
72	1078	3	7.205753262565796
72	139	4	7.153294135524627
72	799	5	6.914473790509673
72	53	6	6.60657777471165
72	1082	7	6.537841435702676
72	416	8	6.439976446474079
72	657	9	6.397511008108363
72	666	10	6.3765317478443775
72	1229	11	6.301328575710002
72	630	12	6.221923440547665
72	992	13	6.115430003101459
72	1395	14	6.107273150224273
72	371	15	6.029425152303432
72	712	16	6.011369063687916
72	1191	17	5.945963722476417
72	941	18	5.942644015719794
72	1218	19	5.931950523079118
72	244	20	5.8601120208527675
73	332	1	15.662683039972942
73	541	2	12.40380072343685
73	625	3	8.350380314306483
73	577	4	8.008371238350769
73	573	5	7.506917344002537
73	401	6	7.4003529508779335
73	101	7	6.941296713031765
73	574	8	6.848594503177891
73	42	9	6.8025571289387115
73	1296	10	6.7895951933439775
73	488	11	6.779529809355244
73	1310	12	6.336269371428088
73	1072	13	6.210861064497565
73	1374	14	6.18387535496927
73	552	15	6.118364399814355
73	160	16	6.081002218604701
73	556	17	5.988078851718932
73	494	18	5.960269654662747
73	456	19	5.93034842533996
73	688	20	5.690128276410142
74	1153	1	7.907772679851055
74	625	2	7.518238588463577
74	364	3	7.190684812804319
74	576	4	6.764622576026722
74	68	5	6.382649437715267
74	1161	6	6.241367186912141
74	26	7	6.096651054402479
74	573	8	6.061115780810213
74	372	9	5.902981041061921
74	280	10	5.8983744941503895
74	1142	11	5.865917294419649
74	997	12	5.8293316894852065
74	516	13	5.791193717314279
74	1155	14	5.706334599646834
74	1003	15	5.615382974281556
74	283	16	5.468298576941427
74	608	17	5.44237959129388
74	1143	18	5.293886376775757
74	493	19	5.283285577588907
74	329	20	5.258622414012675
75	55	1	8.29767667271017
75	82	2	7.454329213094397
75	565	3	7.298147439060035
75	324	4	6.994175676641582
75	1395	5	6.8696074617551
75	630	6	6.829049310518154
75	73	7	6.691543120224589
75	50	8	6.654680039081363
75	54	9	6.635905144787403
75	353	10	6.533072909160474
75	1393	11	6.485843501763037
75	1258	12	6.457963442129633
75	645	13	6.312215050325044
75	306	14	6.237382140966558
75	983	15	6.212670384856327
75	559	16	6.1076485988674944
75	328	17	6.102281863616428
75	1099	18	6.035349572817554
75	629	19	6.0155902423151275
75	283	20	6.009522637563671
76	630	1	9.056961564368953
76	667	2	8.8510913751139
76	666	3	8.180120389912348
76	328	4	7.63768709769508
76	1198	5	6.856896283779119
76	1007	6	6.825465027256419
76	1394	7	6.722365979573215
76	255	8	6.679799973036678
76	50	9	6.559340487709284
76	43	10	6.54943253412033
76	315	11	6.474883038261548
76	565	12	6.441052753715082
76	1373	13	6.234996924874132
76	572	14	6.171729800545803
76	1391	15	6.164042769525812
76	55	16	6.139907010734918
76	329	17	6.124114341908705
76	9	18	6.113165982760395
76	54	19	6.091069315160136
76	1157	20	6.048936803665645
77	329	1	10.778673546949568
77	667	2	8.15956585219233
77	630	3	8.153185091540932
77	1395	4	7.691075457603743
77	1264	5	7.583970701962713
77	315	6	6.800572746569407
77	1391	7	6.683761062363217
77	272	8	6.608194760644941
77	668	9	6.5046398868078406
77	572	10	6.455044421916638
77	187	11	6.063981187932529
77	1228	12	5.926664393270605
77	1394	13	5.873770651719523
77	347	14	5.637594140075695
77	345	15	5.567460698911976
77	1263	16	5.471042723456938
77	504	17	5.204969450792928
77	1205	18	5.106056059745539
77	343	19	5.097911963436857
77	537	20	5.097708713170955
78	589	1	9.821590036483514
78	543	2	9.025600842941651
78	588	3	7.835865742761623
78	237	4	7.004969107669749
78	590	5	6.818816271803216
78	216	6	6.797125708585933
78	578	7	6.652345174604559
78	138	8	5.897579315671992
78	426	9	5.184218403338017
78	576	10	4.919454804468181
78	591	11	4.834733755806609
78	1126	12	3.7477528489517766
78	772	13	3.498849918538293
78	592	14	3.3261096930378438
78	214	15	3.3130405054771788
78	18	16	3.2644521670177458
78	928	17	3.1288630099146437
78	1043	18	3.086012879795154
78	935	19	3.0444942348287283
78	213	20	2.7576786324036466
79	199	1	9.295525263978481
79	544	2	8.54019334886457
79	755	3	8.288927741139187
79	567	4	7.93649795344606
79	597	5	7.775101880445893
79	748	6	7.655089450666735
79	1066	7	7.15616433851092
79	52	8	6.235352544721923
79	196	9	6.229823474795899
79	1104	10	5.95700607802601
79	251	11	5.8324327528115765
79	202	12	5.794753153434773
79	1002	13	5.751562272571487
79	204	14	5.712461518362932
79	49	15	5.661071807188778
79	689	16	5.606333869927512
79	746	17	5.554387956898869
79	1115	18	5.436449492620266
79	370	19	5.365651535788015
79	814	20	5.327854546774268
80	544	1	8.348521031201843
80	790	2	6.589490285991765
80	1335	3	5.968716066652747
80	606	4	5.656766185972147
80	1113	5	5.332531550950505
80	1066	6	5.226380750527049
80	814	7	5.208506771485327
80	878	8	5.131286765549138
80	599	9	5.073001635758159
80	1336	10	5.07045027095513
80	251	11	4.98227953433561
80	622	12	4.920763906592304
80	595	13	4.897771167378073
80	748	14	4.875393119569506
80	202	15	4.738423594602958
80	1333	16	4.722992511025614
80	755	17	4.506349537556506
80	730	18	4.456910508240323
80	917	19	4.446493065418353
80	813	20	4.426071590366725
81	714	1	6.772294790057607
81	631	2	6.561895744979949
81	799	3	5.844758705138899
81	1163	4	5.49299607786877
81	755	5	5.332228017588881
81	245	6	5.046646777573402
81	140	7	4.675244183326249
81	672	8	4.668943342297473
81	1153	9	4.6132273836500834
81	42	10	4.580672302855462
81	1162	11	4.461050001060622
81	652	12	4.413953711712353
81	1354	13	4.412622266564181
81	445	14	4.323090321369892
81	634	15	4.224643538927703
81	256	16	4.076029257765915
81	1336	17	3.9429557207776087
81	372	18	3.909959808016959
81	1287	19	3.900523297238447
81	671	20	3.874110971828512
82	1339	1	9.593195368891175
82	1332	2	9.512369573565069
82	677	3	9.482807748049673
82	1334	4	8.435310019768147
82	678	5	8.133855981378604
82	465	6	6.914998881839773
82	315	7	6.796322983199591
82	676	8	6.67681982904063
82	712	9	6.616911714750348
82	699	10	6.2864218583362685
82	637	11	6.183845790951215
82	247	12	6.144924722026622
82	204	13	6.083822015797466
82	632	14	6.0105162353346016
82	206	15	5.872602359708506
82	924	16	5.834990145286881
82	921	17	5.672263884092932
82	704	18	5.66767034122378
82	415	19	5.652222648606041
82	225	20	5.599150354777757
83	898	1	5.170218543247147
83	1275	2	4.803088990352826
83	753	3	4.780074411564215
83	428	4	4.740436325514333
83	633	5	4.538618951623437
83	680	6	4.176908495131828
83	97	7	4.039514172526793
83	1330	8	3.615461597217556
83	236	9	3.5906039169238575
83	1196	10	3.5875048213391496
83	657	11	3.2302342588156874
83	224	12	3.20939460377702
83	541	13	3.1587412526147016
83	1297	14	3.1254612396203307
83	19	15	3.115709373057274
83	467	16	2.9987313659857255
83	124	17	2.9683156725984112
83	1059	18	2.9308478262606528
83	371	19	2.9243985511549004
83	1230	20	2.9082998071021127
84	142	1	7.711948088841725
84	294	2	7.609153444634291
84	522	3	6.9932485247456135
84	435	4	6.853902190513134
84	1104	5	6.732223177095084
84	959	6	6.5864562998648895
84	873	7	6.572430905434672
84	661	8	6.25889358789479
84	1310	9	6.139577077538261
84	398	10	6.1218386667296105
84	135	11	6.091982177452238
84	72	12	6.0687263958461415
84	1263	13	6.058101397822958
84	564	14	5.966708730800893
84	559	15	5.869353173414125
84	553	16	5.760407813456503
84	283	17	5.694546836876983
84	651	18	5.664942236102697
84	872	19	5.662589970174148
84	546	20	5.609494536672451
85	315	1	7.148845078799821
85	314	2	7.0311046675250495
85	184	3	6.695683527922441
85	84	4	6.639961089052767
85	294	5	6.4593810086981485
85	7	6	6.169702372598163
85	9	7	6.0145969610519545
85	719	8	5.912181728390816
85	710	9	5.791260828269138
85	1287	10	5.788669181848272
85	196	11	5.7179748879559
85	272	12	5.7058772681362635
85	522	13	5.671708997145192
85	1155	14	5.65440348353625
85	610	15	5.597114019719526
85	182	16	5.595662831615972
85	418	17	5.579997850172582
85	933	18	5.56661743978048
85	799	19	5.461571956055614
85	293	20	5.402483500483449
86	755	1	15.097620117057826
86	790	2	10.38683688552652
86	594	3	8.110681818697282
86	431	4	7.597139554498289
86	188	5	6.923910582089751
86	179	6	6.824352037284534
86	600	7	6.558813996839545
86	1155	8	6.518951194469666
86	280	9	6.448372894295824
86	184	10	5.938795273350002
86	599	11	5.872499486683945
86	1153	12	5.804015823041077
86	214	13	5.764810248964131
86	1074	14	5.704494611962071
86	544	15	5.501488627729891
86	464	16	5.451584023381506
86	1290	17	5.419221496310176
86	244	18	5.1338154805750635
86	801	19	5.125814799126624
86	516	20	4.965994522450387
87	1228	1	9.27706371254308
87	439	2	8.466139179583505
87	1198	3	8.296735233652706
87	334	4	8.228508616399456
87	572	5	8.067751581200218
87	797	6	7.938380727346697
87	547	7	7.8276561426813025
87	2	8	7.719380372587492
87	26	9	7.524056460625745
87	625	10	7.400885243950445
87	1309	11	7.1477562694191095
87	310	12	7.122956559366698
87	655	13	6.901544507059002
87	25	14	6.752825192675341
87	134	15	6.597384878131763
87	569	16	6.58322253244431
87	191	17	6.524870431576682
87	304	18	6.3982433940976104
87	1107	19	6.37356897098669
87	1267	20	6.35016799224195
88	548	1	14.929499487796948
88	617	2	13.438130538992759
88	613	3	13.301918504812713
88	622	4	11.917047173697343
88	616	5	10.946425428562153
88	614	6	9.468439272807494
88	615	7	8.70484775327886
88	618	8	7.662338722823739
88	163	9	7.162761456040643
88	1150	10	6.946958105125496
88	958	11	6.857921469208888
88	162	12	6.499858355083972
88	1166	13	5.973350110763059
88	1244	14	5.859270148851662
88	1391	15	5.716609829890837
88	449	16	5.493324146688786
88	275	17	5.476617971663445
88	510	18	5.216778141148231
88	621	19	5.019674611288192
88	164	20	4.864710001472592
89	757	1	9.261304482333166
89	801	2	8.83014569809396
89	793	3	7.27340860084845
89	917	4	7.084077721535039
89	797	5	6.952924821618632
89	315	6	6.859436168234232
89	685	7	6.807564940821455
89	916	8	6.425746329372005
89	921	9	6.208958496828279
89	1338	10	6.198877570045657
89	924	11	6.078016797899811
89	440	12	6.041820021793433
89	464	13	6.00381761893565
89	252	14	5.893175222328132
89	902	15	5.84841772721127
89	1341	16	5.797207195059237
89	420	17	5.762258216060304
89	638	18	5.7113351701295665
89	52	19	5.602313983652458
89	683	20	5.493802737612399
90	265	1	7.0378983031466396
90	1187	2	5.90854083873026
90	1228	3	5.168517456490598
90	358	4	5.1158711498205856
90	1257	5	4.795941880552657
90	311	6	4.765543694317338
90	334	7	4.565031354600302
90	71	8	4.5063152358911704
90	798	9	4.445970118228118
90	569	10	4.393829157265357
90	504	11	4.2898531181848565
90	416	12	4.24222280173922
90	291	13	4.2411567179582
90	294	14	4.191390152795238
90	293	15	4.1812928900313215
90	439	16	4.165801289706205
90	1364	17	4.159379194326343
90	1281	18	4.086508089798706
90	1264	19	4.034265036305627
90	63	20	3.999886427632648
91	252	1	6.305672562107047
91	924	2	5.391810060146968
91	799	3	5.376378885898049
91	431	4	4.964795769122447
91	316	5	4.491248277177659
91	1153	6	4.47081660178727
91	925	7	4.340037044768009
91	315	8	4.277965071318167
91	610	9	4.083577536765174
91	526	10	3.8592671871438218
91	672	11	3.81536962830687
91	1154	12	3.6853579437292874
91	440	13	3.6111980531746255
91	1075	14	3.5858026701505312
91	520	15	3.5843177910037154
91	879	16	3.4902343901602304
91	800	17	3.4682258715729253
91	801	18	3.4597351501925377
91	251	19	3.4536021609391687
91	1062	20	3.452280104847272
92	758	1	10.365188726519506
92	807	2	9.272801600838072
92	1247	3	9.020266242934596
92	810	4	8.551662703033099
92	806	5	8.227489413558057
92	804	6	7.833378492900608
92	1252	7	7.7874370046276224
92	36	8	7.493863394071544
92	683	9	7.111740322249057
92	809	10	7.096798855712027
92	811	11	6.955985442826171
92	28	12	6.933304285338635
92	152	13	6.522893558171889
92	783	14	6.333467455702238
92	1147	15	6.295877961119711
92	1219	16	6.188540058644847
92	37	17	6.082752672133035
92	1093	18	6.076035833270558
92	726	19	6.013069432214156
92	808	20	5.769524129335347
93	635	1	13.754434032673641
93	691	2	8.303506835170978
93	68	3	7.690050765049686
93	1143	4	6.573425752641116
93	1204	5	5.652428956981605
93	572	6	5.562255796937024
93	1157	7	5.411197365825447
93	37	8	5.371645628697558
93	1336	9	5.360146794629644
93	1241	10	5.2901244139407675
93	334	11	5.163755454832015
93	1353	12	4.9887252006191005
93	276	13	4.950631749596065
93	548	14	4.9429842434277305
93	1019	15	4.907487519088309
93	1374	16	4.84821827646253
93	520	17	4.795590538324451
93	36	18	4.763897632809312
93	606	19	4.762200647563969
93	1290	20	4.733062884099613
94	1393	1	10.269141400732712
94	283	2	9.277439369256621
94	983	3	8.545828755713005
94	1161	4	8.398681941042142
94	101	5	7.935158502259873
94	1104	6	7.653442911473362
94	559	7	7.555516585062211
94	662	8	7.4077958898613065
94	438	9	7.199345893283304
94	1394	10	7.006041184958857
94	555	11	6.598663305406465
94	84	12	6.541990760502737
94	1099	13	6.270540629635954
94	689	14	6.127985164673667
94	366	15	6.092376446307911
94	1040	16	6.025203190589995
94	369	17	6.007131047031311
94	522	18	5.972900650864013
94	24	19	5.958417157161518
94	553	20	5.884472640431089
95	635	1	6.691043845435156
95	662	2	6.633429837468162
95	283	3	5.192144460208991
95	628	4	5.071745868031966
95	36	5	4.935819993893524
95	101	6	4.845356223236928
95	689	7	4.830423661059411
95	1002	8	4.682083735288033
95	1258	9	4.674650471255765
95	564	10	4.672731658630118
95	1191	11	4.51475391826773
95	123	12	4.376239968159692
95	1395	13	4.294932277210373
95	690	14	4.285435579287952
95	1393	15	4.180955088208779
95	497	16	4.09193208673921
95	1213	17	4.032526142554664
95	553	18	4.00312504039106
95	554	19	3.98251004325195
95	29	20	3.8623808516098768
96	637	1	8.792719847468433
96	699	2	7.58900886069576
96	1339	3	7.3934731808774625
96	698	4	6.667351276365169
96	465	5	6.4935781729949555
96	779	6	6.445149685288097
96	712	7	6.08973873259303
96	1332	8	6.058219345136427
96	1334	9	6.012712856239497
96	705	10	5.673523868980297
96	1289	11	5.131606246581705
96	1333	12	5.0817304791488
96	683	13	5.0480901411109
96	250	14	5.047021819605819
96	288	15	4.98141813895954
96	674	16	4.952642342203918
96	704	17	4.917238802573955
96	700	18	4.905865941039221
96	632	19	4.761125899207528
96	247	20	4.729480883196804
97	251	1	5.313716349311066
97	779	2	5.250149928300963
97	1331	3	5.087531713211013
97	1214	4	5.052263888801416
97	728	5	4.74481903060768
97	36	6	4.6308498368460995
97	187	7	4.081934054130474
97	1334	8	4.077112247421459
97	824	9	3.965337928801567
97	781	10	3.83482640704462
97	1289	11	3.667028775806005
97	1391	12	3.6010702987971523
97	953	13	3.586870221160171
97	792	14	3.535793075787188
